"","YearEnd","LocationDesc","Question","Data_Value","Age(years)"
"5119",2013,"Kentucky","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",22,"45 - 54"
"5120",2013,"Florida","Percent of adults aged 18 years and older who have obesity",25.3,"25 - 34"
"5121",2012,"Louisiana","Percent of adults who engage in no leisure-time physical activity",36.3,"55 - 64"
"5122",2015,"Arkansas","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",42.5,"55 - 64"
"5123",2014,"Wyoming","Percent of adults aged 18 years and older who have an overweight classification",20.3,"18 - 24"
"5124",2013,"Illinois","Percent of adults who engage in no leisure-time physical activity",20.6,"25 - 34"
"5125",2013,"Wisconsin","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",53.2,"35 - 44"
"5126",2015,"Ohio","Percent of adults who engage in no leisure-time physical activity",31.5,"55 - 64"
"5127",2011,"Colorado","Percent of adults aged 18 years and older who have an overweight classification",38.9,"65 or older"
"5128",2014,"New Jersey","Percent of adults who engage in no leisure-time physical activity",21.8,"35 - 44"
"5129",2013,"Oregon","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",42.2,"25 - 34"
"5130",2012,"Louisiana","Percent of adults aged 18 years and older who have an overweight classification",39.2,"65 or older"
"5131",2011,"Oregon","Percent of adults aged 18 years and older who have an overweight classification",36.6,"35 - 44"
"5132",2012,"Maryland","Percent of adults who engage in no leisure-time physical activity",33.2,"65 or older"
"5133",2015,"Hawaii","Percent of adults aged 18 years and older who have obesity",30.7,"35 - 44"
"5134",2015,"Idaho","Percent of adults aged 18 years and older who have obesity",29,"25 - 34"
"5135",2015,"Texas","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",45.7,"45 - 54"
"5136",2015,"Nebraska","Percent of adults who engage in no leisure-time physical activity",25.3,"45 - 54"
"5137",2013,"Mississippi","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",25,"65 or older"
"5138",2015,"New Mexico","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",30.2,"25 - 34"
"5139",2015,"Delaware","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",25.6,"55 - 64"
"5140",2013,"Colorado","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",35.5,"35 - 44"
"5141",2013,"Georgia","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",51.5,"25 - 34"
"5142",2013,"Mississippi","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",39,"35 - 44"
"5143",2015,"California","Percent of adults who engage in no leisure-time physical activity",19.9,"55 - 64"
"5144",2012,"Idaho","Percent of adults aged 18 years and older who have obesity",21.7,"25 - 34"
"5145",2015,"Alaska","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",61.9,"18 - 24"
"5146",2013,"New Hampshire","Percent of adults who engage in no leisure-time physical activity",27.6,"65 or older"
"5147",2014,"Delaware","Percent of adults aged 18 years and older who have obesity",34.5,"35 - 44"
"5148",2011,"Missouri","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",28.7,"45 - 54"
"5149",2011,"Alaska","Percent of adults aged 18 years and older who have obesity",23.5,"25 - 34"
"5150",2013,"South Dakota","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",35.4,"45 - 54"
"5151",2014,"Wisconsin","Percent of adults who engage in no leisure-time physical activity",14.8,"18 - 24"
"5152",2013,"Illinois","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",25.4,"55 - 64"
"5153",2012,"Hawaii","Percent of adults aged 18 years and older who have an overweight classification",30.5,"25 - 34"
"5154",2013,"Kentucky","Percent of adults aged 18 years and older who have an overweight classification",34.2,"45 - 54"
"5155",2011,"Massachusetts","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",55.9,"65 or older"
"5156",2013,"Washington","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",28.4,"55 - 64"
"5157",2013,"Minnesota","Percent of adults aged 18 years and older who have obesity",31.2,"55 - 64"
"5158",2011,"New Mexico","Percent of adults aged 18 years and older who have obesity",29.4,"55 - 64"
"5159",2011,"Utah","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",57.4,"18 - 24"
"5160",2013,"Colorado","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",61.4,"45 - 54"
"5161",2012,"Delaware","Percent of adults aged 18 years and older who have obesity",29.4,"35 - 44"
"5162",2012,"Virginia","Percent of adults aged 18 years and older who have an overweight classification",39.8,"65 or older"
"5163",2013,"Alaska","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",27.5,"55 - 64"
"5164",2014,"Ohio","Percent of adults aged 18 years and older who have an overweight classification",27.7,"18 - 24"
"5165",2012,"Kentucky","Percent of adults aged 18 years and older who have obesity",37.2,"35 - 44"
"5166",2013,"Mississippi","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",37.3,"65 or older"
"5167",2012,"New Hampshire","Percent of adults aged 18 years and older who have an overweight classification",37.8,"45 - 54"
"5168",2013,"Oklahoma","Percent of adults who engage in no leisure-time physical activity",27.4,"35 - 44"
"5169",2012,"Alabama","Percent of adults aged 18 years and older who have obesity",26.9,"65 or older"
"5170",2013,"New Mexico","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",51.2,"18 - 24"
"5171",2014,"West Virginia","Percent of adults aged 18 years and older who have obesity",20.6,"18 - 24"
"5172",2012,"District of Columbia","Percent of adults who engage in no leisure-time physical activity",9.2,"25 - 34"
"5173",2013,"Colorado","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",33.9,"45 - 54"
"5174",2014,"Kentucky","Percent of adults aged 18 years and older who have obesity",37,"55 - 64"
"5175",2012,"District of Columbia","Percent of adults aged 18 years and older who have an overweight classification",24.8,"18 - 24"
"5176",2012,"Georgia","Percent of adults aged 18 years and older who have an overweight classification",39.8,"65 or older"
"5177",2015,"Idaho","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",57,"55 - 64"
"5178",2015,"Georgia","Percent of adults aged 18 years and older who have obesity",31.5,"25 - 34"
"5179",2011,"Kentucky","Percent of adults aged 18 years and older who have an overweight classification",30,"18 - 24"
"5180",2011,"Washington","Percent of adults aged 18 years and older who have an overweight classification",33.3,"35 - 44"
"5181",2011,"Kentucky","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",33.3,"18 - 24"
"5182",2015,"Rhode Island","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",25.2,"55 - 64"
"5183",2012,"Indiana","Percent of adults aged 18 years and older who have an overweight classification",39.1,"35 - 44"
"5184",2011,"New Hampshire","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",25.3,"55 - 64"
"5185",2015,"Colorado","Percent of adults who engage in no leisure-time physical activity",13,"18 - 24"
"5186",2013,"North Carolina","Percent of adults aged 18 years and older who have obesity",16.9,"18 - 24"
"5187",2013,"Montana","Percent of adults aged 18 years and older who have obesity",23.4,"65 or older"
"5188",2012,"North Dakota","Percent of adults aged 18 years and older who have obesity",33.9,"45 - 54"
"5189",2015,"District of Columbia","Percent of adults aged 18 years and older who have an overweight classification",32,"65 or older"
"5190",2011,"Arkansas","Percent of adults who engage in no leisure-time physical activity",36.7,"55 - 64"
"5191",2015,"Maine","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",53.2,"55 - 64"
"5192",2015,"Ohio","Percent of adults who engage in no leisure-time physical activity",25.5,"35 - 44"
"5193",2013,"Illinois","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",48.9,"25 - 34"
"5194",2011,"Illinois","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",46.4,"18 - 24"
"5195",2012,"Maine","Percent of adults who engage in no leisure-time physical activity",13.2,"18 - 24"
"5196",2011,"Arkansas","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",24.5,"35 - 44"
"5197",2011,"Ohio","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",23.8,"65 or older"
"5198",2011,"Alabama","Percent of adults who engage in no leisure-time physical activity",37.9,"55 - 64"
"5199",2011,"Virginia","Percent of adults aged 18 years and older who have an overweight classification",34.7,"45 - 54"
"5200",2015,"New Mexico","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",36.5,"18 - 24"
"5201",2013,"Utah","Percent of adults aged 18 years and older who have an overweight classification",33,"25 - 34"
"5202",2011,"Virginia","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",37.5,"65 or older"
"5203",2012,"New Hampshire","Percent of adults aged 18 years and older who have an overweight classification",31.5,"25 - 34"
"5204",2011,"New Jersey","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",29.2,"45 - 54"
"5205",2013,"New Mexico","Percent of adults aged 18 years and older who have obesity",20.5,"65 or older"
"5206",2013,"Alaska","Percent of adults aged 18 years and older who have obesity",12.6,"18 - 24"
"5207",2013,"Minnesota","Percent of adults who engage in no leisure-time physical activity",22.8,"45 - 54"
"5208",2015,"Louisiana","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",54,"18 - 24"
"5209",2015,"Georgia","Percent of adults who engage in no leisure-time physical activity",23,"25 - 34"
"5210",2014,"Mississippi","Percent of adults aged 18 years and older who have obesity",28.8,"65 or older"
"5211",2014,"Vermont","Percent of adults aged 18 years and older who have obesity",29.1,"55 - 64"
"5212",2015,"Wisconsin","Percent of adults aged 18 years and older who have an overweight classification",40.4,"55 - 64"
"5213",2011,"Georgia","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",23.8,"55 - 64"
"5214",2014,"North Dakota","Percent of adults aged 18 years and older who have obesity",36.8,"45 - 54"
"5215",2015,"New Jersey","Percent of adults aged 18 years and older who have an overweight classification",41,"65 or older"
"5216",2014,"Arkansas","Percent of adults aged 18 years and older who have an overweight classification",36.9,"35 - 44"
"5217",2013,"Arizona","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",48.9,"18 - 24"
"5218",2013,"Montana","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",44.5,"65 or older"
"5219",2013,"North Dakota","Percent of adults who engage in no leisure-time physical activity",34.3,"65 or older"
"5220",2011,"New York","Percent of adults aged 18 years and older who have an overweight classification",32.7,"25 - 34"
"5221",2014,"Kansas","Percent of adults aged 18 years and older who have obesity",30,"25 - 34"
"5222",2012,"Oregon","Percent of adults who engage in no leisure-time physical activity",13.6,"35 - 44"
"5223",2011,"Arizona","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",33.8,"55 - 64"
"5224",2011,"Montana","Percent of adults aged 18 years and older who have obesity",21.9,"65 or older"
"5225",2011,"Virginia","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",32,"35 - 44"
"5226",2015,"Illinois","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",26.6,"45 - 54"
"5227",2011,"South Carolina","Percent of adults aged 18 years and older who have obesity",28.2,"25 - 34"
"5228",2015,"Florida","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",32.1,"18 - 24"
"5229",2012,"District of Columbia","Percent of adults aged 18 years and older who have an overweight classification",31.7,"35 - 44"
"5230",2014,"Iowa","Percent of adults aged 18 years and older who have an overweight classification",36,"25 - 34"
"5231",2012,"New York","Percent of adults aged 18 years and older who have obesity",19.5,"25 - 34"
"5232",2011,"Wyoming","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",30.1,"25 - 34"
"5233",2012,"Mississippi","Percent of adults who engage in no leisure-time physical activity",37,"55 - 64"
"5234",2011,"Oklahoma","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",23.8,"45 - 54"
"5235",2011,"Alaska","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",55.3,"35 - 44"
"5236",2014,"Wisconsin","Percent of adults aged 18 years and older who have obesity",32.5,"45 - 54"
"5237",2014,"Michigan","Percent of adults aged 18 years and older who have an overweight classification",35.9,"35 - 44"
"5238",2013,"Ohio","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",28.1,"35 - 44"
"5239",2013,"Maine","Percent of adults who engage in no leisure-time physical activity",22.7,"35 - 44"
"5240",2013,"Wyoming","Percent of adults aged 18 years and older who have an overweight classification",40.6,"45 - 54"
"5241",2015,"Missouri","Percent of adults who engage in no leisure-time physical activity",33.6,"65 or older"
"5242",2013,"Rhode Island","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",47.4,"25 - 34"
"5243",2013,"Georgia","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",58.9,"18 - 24"
"5244",2015,"Minnesota","Percent of adults aged 18 years and older who have obesity",31.7,"45 - 54"
"5245",2012,"New Hampshire","Percent of adults aged 18 years and older who have an overweight classification",39.1,"55 - 64"
"5246",2011,"Illinois","Percent of adults who engage in no leisure-time physical activity",14.3,"18 - 24"
"5247",2013,"Alaska","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",47.4,"35 - 44"
"5248",2012,"New Jersey","Percent of adults who engage in no leisure-time physical activity",26.4,"55 - 64"
"5249",2012,"Florida","Percent of adults aged 18 years and older who have an overweight classification",40.8,"35 - 44"
"5250",2015,"South Dakota","Percent of adults aged 18 years and older who have an overweight classification",39.5,"65 or older"
"5251",2015,"Florida","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",46.2,"45 - 54"
"5252",2013,"Montana","Percent of adults who engage in no leisure-time physical activity",24.5,"55 - 64"
"5253",2013,"Mississippi","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",20.3,"45 - 54"
"5254",2014,"Michigan","Percent of adults who engage in no leisure-time physical activity",34.5,"65 or older"
"5255",2012,"Montana","Percent of adults who engage in no leisure-time physical activity",22.4,"55 - 64"
"5256",2011,"Mississippi","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",50.6,"18 - 24"
"5257",2013,"Arkansas","Percent of adults aged 18 years and older who have obesity",34.2,"25 - 34"
"5258",2012,"Idaho","Percent of adults who engage in no leisure-time physical activity",25.9,"55 - 64"
"5259",2011,"Arizona","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",53,"45 - 54"
"5260",2011,"Nebraska","Percent of adults aged 18 years and older who have an overweight classification",36.2,"25 - 34"
"5261",2011,"California","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",39.6,"18 - 24"
"5262",2011,"Kentucky","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",47.7,"25 - 34"
"5263",2011,"Ohio","Percent of adults who engage in no leisure-time physical activity",34.8,"65 or older"
"5264",2011,"North Dakota","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",34.6,"25 - 34"
"5265",2013,"Idaho","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",56,"55 - 64"
"5266",2011,"Delaware","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",24.9,"25 - 34"
"5267",2015,"South Dakota","Percent of adults aged 18 years and older who have an overweight classification",23,"18 - 24"
"5268",2014,"Maine","Percent of adults aged 18 years and older who have obesity",29.5,"35 - 44"
"5269",2011,"Texas","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",34.9,"65 or older"
"5270",2011,"Louisiana","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",22.3,"35 - 44"
"5271",2013,"Michigan","Percent of adults aged 18 years and older who have an overweight classification",32.4,"35 - 44"
"5272",2011,"Virginia","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",48.8,"18 - 24"
"5273",2011,"Kentucky","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",23.2,"35 - 44"
"5274",2011,"Texas","Percent of adults aged 18 years and older who have an overweight classification",34.8,"25 - 34"
"5275",2011,"Rhode Island","Percent of adults aged 18 years and older who have an overweight classification",33.7,"35 - 44"
"5276",2014,"Washington","Percent of adults who engage in no leisure-time physical activity",18.3,"55 - 64"
"5277",2013,"North Carolina","Percent of adults who engage in no leisure-time physical activity",31.8,"65 or older"
"5278",2011,"Maine","Percent of adults aged 18 years and older who have an overweight classification",27.5,"18 - 24"
"5279",2015,"Indiana","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",50.3,"18 - 24"
"5280",2013,"Iowa","Percent of adults aged 18 years and older who have obesity",31.5,"25 - 34"
"5281",2011,"Pennsylvania","Percent of adults aged 18 years and older who have obesity",31.8,"35 - 44"
"5282",2013,"Maine","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",34.3,"18 - 24"
"5283",2013,"Florida","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",46.7,"45 - 54"
"5284",2013,"Texas","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",44.7,"18 - 24"
"5285",2015,"Tennessee","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",43.9,"55 - 64"
"5286",2013,"Arizona","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",29.1,"18 - 24"
"5287",2012,"Connecticut","Percent of adults who engage in no leisure-time physical activity",11.9,"18 - 24"
"5288",2013,"Wisconsin","Percent of adults aged 18 years and older who have an overweight classification",39.5,"35 - 44"
"5289",2015,"Indiana","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",23,"25 - 34"
"5290",2013,"New Jersey","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",38.6,"65 or older"
"5291",2013,"Mississippi","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",34.1,"55 - 64"
"5292",2011,"Kansas","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",46.7,"45 - 54"
"5293",2012,"Tennessee","Percent of adults aged 18 years and older who have obesity",26.3,"65 or older"
"5294",2012,"Massachusetts","Percent of adults aged 18 years and older who have obesity",27.7,"55 - 64"
"5295",2013,"Arizona","Percent of adults aged 18 years and older who have an overweight classification",29.5,"18 - 24"
"5296",2013,"New Hampshire","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",39.8,"25 - 34"
"5297",2013,"New Jersey","Percent of adults aged 18 years and older who have obesity",28.3,"35 - 44"
"5298",2015,"Delaware","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",28.9,"18 - 24"
"5299",2011,"North Carolina","Percent of adults aged 18 years and older who have obesity",30.7,"35 - 44"
"5300",2014,"Virginia","Percent of adults who engage in no leisure-time physical activity",18.7,"18 - 24"
"5301",2012,"Alabama","Percent of adults aged 18 years and older who have obesity",31.3,"25 - 34"
"5302",2015,"New Mexico","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",27.5,"55 - 64"
"5303",2013,"New Hampshire","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",33.6,"35 - 44"
"5304",2013,"Ohio","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",50.2,"45 - 54"
"5305",2015,"Hawaii","Percent of adults aged 18 years and older who have obesity",23.8,"55 - 64"
"5306",2013,"Vermont","Percent of adults aged 18 years and older who have an overweight classification",42.1,"55 - 64"
"5307",2012,"Texas","Percent of adults who engage in no leisure-time physical activity",26.6,"25 - 34"
"5308",2015,"New York","Percent of adults who engage in no leisure-time physical activity",20.4,"18 - 24"
"5309",2014,"Arkansas","Percent of adults who engage in no leisure-time physical activity",14.5,"18 - 24"
"5310",2014,"Mississippi","Percent of adults aged 18 years and older who have an overweight classification",26.9,"18 - 24"
"5311",2015,"Wisconsin","Percent of adults aged 18 years and older who have obesity",31.9,"65 or older"
"5312",2011,"Washington","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",49.7,"35 - 44"
"5313",2011,"North Dakota","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",46.8,"55 - 64"
"5314",2011,"North Dakota","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",28.5,"55 - 64"
"5315",2013,"Texas","Percent of adults aged 18 years and older who have obesity",37.1,"55 - 64"
"5316",2013,"North Carolina","Percent of adults aged 18 years and older who have an overweight classification",37.7,"35 - 44"
"5317",2014,"Ohio","Percent of adults aged 18 years and older who have an overweight classification",35.2,"55 - 64"
"5318",2013,"Rhode Island","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",48.8,"45 - 54"
"5319",2012,"Indiana","Percent of adults who engage in no leisure-time physical activity",22.8,"35 - 44"
"5320",2011,"South Carolina","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",25.9,"35 - 44"
"5321",2011,"Colorado","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",39.6,"45 - 54"
"5322",2011,"Mississippi","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",17.6,"45 - 54"
"5323",2014,"Maine","Percent of adults aged 18 years and older who have obesity",34.4,"45 - 54"
"5324",2012,"Minnesota","Percent of adults who engage in no leisure-time physical activity",13.1,"35 - 44"
"5325",2011,"Rhode Island","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",49.2,"65 or older"
"5326",2011,"Louisiana","Percent of adults aged 18 years and older who have an overweight classification",33.6,"45 - 54"
"5327",2011,"Minnesota","Percent of adults aged 18 years and older who have an overweight classification",39.3,"55 - 64"
"5328",2013,"Kentucky","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",42.2,"18 - 24"
"5329",2015,"Florida","Percent of adults who engage in muscle-strengthening activities on 2 or more days a week",25.2,"55 - 64"
"5330",2013,"Nebraska","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",52.7,"18 - 24"
"5331",2011,"Massachusetts","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",56,"35 - 44"
"5332",2013,"Colorado","Percent of adults aged 18 years and older who have obesity",24.5,"35 - 44"
"5333",2011,"District of Columbia","Percent of adults who engage in no leisure-time physical activity",25.4,"55 - 64"
"5334",2014,"Massachusetts","Percent of adults who engage in no leisure-time physical activity",16.9,"25 - 34"
"5335",2011,"Virginia","Percent of adults who engage in no leisure-time physical activity",28,"55 - 64"
"5336",2012,"Florida","Percent of adults aged 18 years and older who have an overweight classification",35.5,"25 - 34"
"5337",2013,"West Virginia","Percent of adults who engage in no leisure-time physical activity",35.3,"55 - 64"
"5338",2013,"Nebraska","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",29.3,"45 - 54"
"5339",2011,"Maine","Percent of adults aged 18 years and older who have obesity",32.7,"55 - 64"
"5340",2013,"Oregon","Percent of adults aged 18 years and older who have an overweight classification",31.3,"35 - 44"
"5341",2013,"Ohio","Percent of adults aged 18 years and older who have obesity",35.3,"35 - 44"
"5342",2014,"Colorado","Percent of adults aged 18 years and older who have obesity",26.1,"55 - 64"
"5343",2014,"Indiana","Percent of adults who engage in no leisure-time physical activity",19.1,"25 - 34"
"5344",2012,"New Hampshire","Percent of adults who engage in no leisure-time physical activity",19.7,"35 - 44"
"5345",2013,"Kansas","Percent of adults aged 18 years and older who have an overweight classification",37.3,"45 - 54"
"5346",2013,"Utah","Percent of adults aged 18 years and older who have an overweight classification",36.1,"35 - 44"
"5347",2014,"Nebraska","Percent of adults aged 18 years and older who have an overweight classification",40.7,"65 or older"
"5348",2015,"Louisiana","Percent of adults who engage in no leisure-time physical activity",39,"65 or older"
